# timestamp tx ty tz qx qy qz qw
1540629975.693072319031 -1.232267753662 1.929800519777 -0.091719506195 -0.011764184499 0.012932465609 0.989848526198 -0.141046979694
1540629975.743522405624 -1.228375775350 1.953342440192 -0.091909568639 -0.012338537338 0.012477016496 0.994304614052 -0.105120973318
1540629975.793928146362 -1.228375775350 1.953342440192 -0.091909568639 -0.012283030088 0.012531664540 0.993828183924 -0.109533672421
1540629975.844354391098 -1.228375775350 1.953342440192 -0.091909568639 -0.012167165697 0.012644189306 0.992777914662 -0.118676437066
1540629975.894808769226 -1.228375775350 1.953342440192 -0.091909568639 -0.012106228146 0.012702546373 0.992195807818 -0.123448626986
1540629975.945393085480 -1.232355271521 1.949050666695 -0.091722002905 -0.012010368400 0.012773045634 0.991648981809 -0.127768921235
1540629975.985738992691 -1.230134754866 1.951100393699 -0.090864428921 -0.012041037620 0.012661296145 0.993441243270 -0.113000890103
1540629976.036135435104 -1.230134754866 1.951100393699 -0.090864428921 -0.011910486412 0.012784182433 0.992229443460 -0.123188621733
1540629976.086552381516 -1.230134754866 1.951100393699 -0.090864428921 -0.011860624980 0.012830455258 0.991742327966 -0.127050619494
1540629976.136987209320 -1.230134754866 1.951100393699 -0.090864428921 -0.011730826729 0.012949235935 0.990412704680 -0.137030578341
1540629976.187395572662 -1.230134754866 1.951100393699 -0.090864428921 -0.011677784906 0.012997089934 0.989844168367 -0.141078798346
1540629976.237797498703 -1.230134754866 1.951100393699 -0.090864428921 -0.011549309821 0.013111386262 0.988407819618 -0.150813418206
1540629976.288239955902 -1.230134754866 1.951100393699 -0.090864428921 -0.011492786541 0.013160959865 0.987749741688 -0.155064995367
1540629976.338731050491 -1.240397233655 1.941190312885 -0.090738624624 -0.011429542878 0.013228137147 0.986930327020 -0.160196477941
1540629976.389837503433 -1.227937567378 1.946310767129 -0.088617027062 -0.012159996107 0.012726547429 0.993831429991 -0.109495471357
1540629976.440316438675 -1.227937567378 1.946310767129 -0.088617027062 -0.012042721832 0.012837576316 0.992785010993 -0.118608985464
1540629976.490946054459 -1.227937567378 1.946310767129 -0.088617027062 -0.011978880063 0.012897168186 0.992184313872 -0.123533221410
1540629976.541365623474 -1.227937567378 1.946310767129 -0.088617027062 -0.011862475219 0.013004314533 0.991033907511 -0.132446078269
1540629976.591878652573 -1.231979780029 1.943307945090 -0.088498942049 -0.011838452495 0.013033128699 0.990833553169 -0.133936023954
1540629976.642588615417 -1.226873769227 1.947390706718 -0.087504525432 -0.011987293907 0.012939243538 0.992585787474 -0.120259449797
1540629976.693020820618 -1.226873769227 1.947390706718 -0.087504525432 -0.011934660497 0.012987806489 0.992089341092 -0.124288455027
1540629976.747309923172 -1.226873769227 1.947390706718 -0.087504525432 -0.011807852434 0.013103200352 0.990834362215 -0.133925902705
1540629976.790535449982 -1.226873769227 1.947390706718 -0.087504525432 -0.011756279256 0.013149491876 0.990300524105 -0.137817824384
1540629976.841033458710 -1.226873769227 1.947390706718 -0.087504525432 -0.011624945641 0.013265740741 0.988881169396 -0.147658096887
1540629976.891442060471 -1.226873769227 1.947390706718 -0.087504525432 -0.011570235146 0.013313485540 0.988264915465 -0.151727840630
1540629976.942590236664 -1.226873769227 1.947390706718 -0.087504525432 -0.011439876970 0.013425663986 0.986738573628 -0.161356338816
