# timestamp tx ty tz qx qy qz qw
1552032256.257553339005 3.663862949795 -0.246052590091 0.185105949327 -0.000299154213 -0.003011166204 -0.066041438790 0.997812292842
1552032256.307991743088 3.664056362857 -0.246004995145 0.185274927807 -0.000271378666 -0.003008325840 -0.066000646042 0.997815008432
1552032256.359476089478 3.672835076714 -0.243859271033 0.192910496309 0.000988892415 -0.002880536933 -0.065923327079 0.997820043668
1552032256.409913778305 3.672834664163 -0.243859215669 0.192910493972 0.000988854655 -0.002880549896 -0.065910246804 0.997820907761
1552032256.460335493088 3.672381351885 -0.243758724475 0.192735785756 0.000968406366 -0.002882291817 -0.065873842613 0.997823326768
1552032256.510729551315 3.666245978650 -0.242399049503 0.190371104594 0.000691951467 -0.002905813041 -0.065442498863 0.997851871169
1552032256.561154842377 3.666243700515 -0.242398749147 0.190371091477 0.000691904013 -0.002905824340 -0.065426203463 0.997852939743
1552032256.611591100693 3.666246512743 -0.242399116769 0.190371107672 0.000692045700 -0.002905790600 -0.065474858673 0.997849748377
1552032256.662063837051 3.666266720458 -0.242953671353 0.190352240332 0.000697416004 -0.002915168586 -0.065514095303 0.997847141961
1552032256.712471246719 3.666467933713 -0.247772647280 0.190188384411 0.000744229808 -0.002996558281 -0.065919221273 0.997820185718
1552032256.762907028198 3.666467452175 -0.247772583375 0.190188381553 0.000744227061 -0.002996558963 -0.065918306829 0.997820246129
1552032256.813367843628 3.666467261854 -0.247772559341 0.190188380423 0.000744070183 -0.002996597921 -0.065866068451 0.997823695744
1552032256.866441726685 3.667064325504 -0.247524048510 0.189267459683 0.000506407521 -0.002914691430 -0.065933964365 0.997819603169
1552032256.916830301285 3.669592985096 -0.246474535963 0.185367116462 -0.000500777260 -0.002567578512 -0.066250681465 0.997799581062
1552032256.957151174545 3.669592124283 -0.246474421135 0.185367111954 -0.000500797564 -0.002567574552 -0.066242790891 0.997800104940
1552032257.007555723190 3.669777598837 -0.246499050133 0.185368082998 -0.000503465936 -0.002567052655 -0.065205678336 0.997868416313
1552032257.057981967926 3.669853417964 -0.246555383277 0.185319240458 -0.000515277860 -0.002580080572 -0.065025587166 0.997880128416
1552032257.108790636063 3.670789410718 -0.248762831720 0.183103189408 -0.001024164453 -0.003172231073 -0.065665326620 0.997836135303
1552032257.159234762192 3.670918240028 -0.248779759241 0.183104029332 -0.001023574652 -0.003172421432 -0.065850843874 0.997823909514
1552032257.209669589996 3.671915550627 -0.248911418586 0.183110532991 -0.001023533551 -0.003172434693 -0.065863771368 0.997823056287
1552032257.260107517242 3.673842043394 -0.248750626838 0.182700970500 -0.000890038291 -0.003160071316 -0.065990832598 0.997814828410
1552032257.310532808304 3.701166567473 -0.246323872512 0.176736003000 0.001040910989 -0.002980564814 -0.064753915646 0.997896268730
1552032257.361253261566 3.701346065189 -0.246347363901 0.176737055242 0.001040149384 -0.002980830682 -0.064498938751 0.997912781578
1552032257.411649942398 3.703838054591 -0.246674534813 0.176751661901 0.001048350930 -0.002977956115 -0.067245700727 0.997731451079
1552032257.462138891220 3.701317602871 -0.245085164763 0.177428338694 0.000954212477 -0.003030906550 -0.067182666534 0.997735632521
1552032257.512569904327 3.681702459737 -0.231777428613 0.183218739183 0.000149714705 -0.003481810532 -0.066321466715 0.997792221674
1552032257.562932252884 3.682154876153 -0.231837853769 0.183221901599 0.000150590642 -0.003481772757 -0.066572485474 0.997775505191
1552032257.613313436508 3.690806703439 -0.233025306509 0.183282383550 0.000160316341 -0.003481338499 -0.069359498718 0.997585642699
1552032257.663744688034 3.691778933791 -0.233161021949 0.183289180450 0.000158883726 -0.003481404175 -0.068948977372 0.997614100291
1552032257.714137077332 3.718448333790 -0.236737779084 0.188268718205 0.000187951258 -0.003137856005 -0.066412009741 0.997787333802
1552032257.764595270157 3.808463871234 -0.248670173924 0.217156691615 0.000409280376 -0.001109432122 -0.066102894642 0.997812111056
1552032257.815026283264 3.824406938272 -0.250807942425 0.217191419972 0.000409789131 -0.001109244304 -0.066560495732 0.997781690581
1552032257.865433454514 3.826119051039 -0.251037234743 0.217195149610 0.000409573182 -0.001109324059 -0.066366252090 0.997794629287
1552032257.915828704834 3.845212827118 -0.257503924771 0.210361575426 0.000105630266 -0.001563269820 -0.066673217950 0.997773635169
1552032257.966223001480 3.856960764651 -0.277069272586 0.178803821142 -0.001292281740 -0.003649387064 -0.066532409592 0.997776753816
1552032258.016588449478 3.875437818050 -0.279523182684 0.178942727873 -0.001300709346 -0.003646391811 -0.064227102543 0.997927798631
1552032258.066976308823 3.876362089583 -0.279642643322 0.178949666275 -0.001300401283 -0.003646501686 -0.064311410306 0.997922368968
1552032258.117378473282 3.893940654219 -0.278147135545 0.184820084001 -0.001084329505 -0.003596865781 -0.064402832555 0.997916911343
1552032258.170396089554 3.926679333913 -0.267595700088 0.207553175509 -0.000247563350 -0.003403150444 -0.061446930489 0.998104519583
1552032258.211168050766 3.946127932857 -0.269998954579 0.207686901788 -0.000243849889 -0.003403418545 -0.062535965503 0.998036878225
1552032258.261792898178 3.949193121072 -0.270382718131 0.207707982224 -0.000245044992 -0.003403332706 -0.062185498894 0.998058776329
1552032258.314266204834 3.974174021954 -0.269028549804 0.208009392488 -0.000304406347 -0.003080570281 -0.058363987498 0.998290570118
1552032258.364806890488 3.978002778639 -0.244128355763 0.208771478845 -0.000568704940 -0.001222250694 -0.059466188805 0.998229410039
1552032258.415202617645 4.004501226705 -0.247272634402 0.208838374673 -0.000572538455 -0.001220459662 -0.056332722284 0.998411141303
1552032258.465597629547 4.008931143558 -0.247773304277 0.208849526089 -0.000572700522 -0.001220383620 -0.056200136496 0.998418613276
1552032258.508441925049 4.031308114953 -0.252180107218 0.208656175096 -0.000548995040 -0.001280261187 -0.056091945626 0.998424635699
1552032258.558861494064 4.006667173796 -0.307796671378 0.200861042604 0.000188918774 -0.003143916983 -0.053087393954 0.998584903100
1552032258.609266281128 4.034389092133 -0.310698031562 0.201035540073 0.000183676750 -0.003144227592 -0.051422408325 0.998672026252
1552032258.659717082977 4.040747034856 -0.309698677212 0.200939705298 0.000183291627 -0.003146627303 -0.051373043052 0.998674559398
1552032258.710113048553 4.102909673561 -0.288510724437 0.199063825121 0.000181775514 -0.003186423208 -0.052122801147 0.998635582816
1552032258.760608196259 4.107759976975 -0.289018115983 0.199094770055 0.000180913675 -0.003186472256 -0.051852698358 0.998649643938
1552032258.811026334763 4.135442573560 -0.291858994664 0.199271386711 0.000175788741 -0.003186759093 -0.050246535415 0.998731745437
1552032258.862209558487 4.140164371318 -0.292334869664 0.199301512337 0.000175188322 -0.003186792156 -0.050058363923 0.998741194638
1552032258.907737255096 4.166611521325 -0.295068132050 0.199422503479 0.000166343081 -0.003189438027 -0.049093646335 0.998789073681
1552032258.958077669144 4.181227682946 -0.301830513985 0.196716050694 -0.000173623373 -0.003334829819 -0.048609099990 0.998812296762
1552032259.008440256119 4.212711712839 -0.304864418527 0.196927298208 -0.000178080195 -0.003334594794 -0.047274150981 0.998876370435
1552032259.058865070343 4.217664725629 -0.305592245184 0.197001714167 -0.000178696954 -0.003335539115 -0.047103524608 0.998884427857
1552032259.109224557877 4.255997901306 -0.315363870978 0.198265708194 -0.000185862079 -0.003359002291 -0.045312529619 0.998967195266
1552032259.159970760345 4.261991492007 -0.315914323257 0.198306203508 -0.000186806941 -0.003358949876 -0.045031523600 0.998979901921
1552032259.210335969925 4.295936924346 -0.318939075374 0.198535490949 -0.000191058801 -0.003358710710 -0.043766904258 0.999036105779
